Time,Day,Year,Quarter,Quarter Progress,Class,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Speed,Conditions
800,0.0,2016.0,Winter,0.28,Not Busy,27.0,21.9,0.81,29.89,8.0,6.9,Clear
800,3.0,2016.0,Winter,0.693333333333,Not Busy,32.0,23.0,0.69,29.89,10.0,15.0,Overcast
800,4.0,2016.0,Other,0.0,Not Busy,28.0,24.1,0.85,30.04,10.0,4.6,Mostly Cloudy
800,2.0,2016.0,Spring,0.77027027027,Not Busy,73.0,63.0,0.71,30.01,10.0,10.4,Clear
800,5.0,2016.0,Summer,0.0925925925926,Empty,75.0,62.1,0.64,30.1,9.0,6.9,Clear
800,5.0,2015.0,Summer,0.611111111111,Empty,78.1,68.0,0.71,29.92,10.0,4.6,Scattered Clouds
800,0.0,2016.0,Summer,0.648148148148,Moderately Busy,75.9,66.9,0.74,29.97,10.0,8.1,Clear
800,1.0,2015.0,Other,0.0,Not Busy,60.1,48.0,0.64,30.01,10.0,11.5,Overcast
800,4.0,2015.0,Fall,0.152173913043,Not Busy,64.0,61.0,0.9,30.27,7.0,3.5,Clear
800,6.0,2016.0,Other,0.0,Empty,64.9,57.9,0.78,30.1,10.0,6.9,Clear
800,2.0,2015.0,Fall,0.815217391304,Not Busy,39.0,30.9,0.73,30.26,10.0,10.4,Clear
800,1.0,2016.0,Winter,0.293333333333,Not Busy,30.9,25.0,0.79,29.96,10.0,13.8,Overcast
800,4.0,2016.0,Winter,0.706666666667,Not Busy,28.9,15.1,0.56,30.29,10.0,8.1,Clear
800,1.0,2016.0,Spring,0.378378378378,Not Busy,42.1,41.0,0.96,29.85,1.0,13.8,Overcast
800,3.0,2016.0,Spring,0.783783783784,Not Busy,71.1,66.0,0.84,29.92,9.0,8.1,Partly Cloudy
800,6.0,2015.0,Summer,0.62962962963,Empty,72.0,64.0,0.76,29.97,10.0,0.0,Clear
800,1.0,2016.0,Summer,0.666666666667,Moderately Busy,77.0,64.9,0.66,30.06,10.0,3.5,Clear
800,2.0,2015.0,Other,0.0,Not Busy,60.1,53.1,0.78,30.17,10.0,5.8,Overcast
800,5.0,2015.0,Fall,0.163043478261,Empty,61.0,59.0,0.93,30.29,7.0,0.0,Clear
800,0.0,2016.0,Other,0.0,Moderately Busy,57.9,48.0,0.7,29.99,10.0,8.1,Clear
800,0.0,2015.0,Fall,0.489130434783,Not Busy,39.0,37.0,0.93,30.43,8.0,0.0,Clear
800,3.0,2015.0,Fall,0.826086956522,Empty,53.1,48.9,0.86,30.26,10.0,12.7,Overcast
800,2.0,2016.0,Winter,0.306666666667,Not Busy,26.1,16.0,0.66,30.28,10.0,6.9,Overcast
800,5.0,2016.0,Winter,0.72,Empty,33.1,24.1,0.7,30.0,10.0,10.4,Clear
800,2.0,2016.0,Spring,0.391891891892,Not Busy,42.1,37.0,0.82,29.96,10.0,10.4,Overcast
800,4.0,2016.0,Spring,0.797297297297,Not Busy,70.0,64.0,0.81,29.9,10.0,11.5,Mostly Cloudy
800,0.0,2016.0,Summer,0.12962962963,Not Busy,78.1,63.0,0.6,30.02,10.0,6.9,Clear
800,0.0,2015.0,Summer,0.648148148148,Not Busy,75.0,69.1,0.82,30.0,10.0,6.9,Clear
800,2.0,2016.0,Summer,0.685185185185,Not Busy,75.9,64.9,0.69,30.01,10.0,0.0,Clear
800,3.0,2015.0,Other,0.0,Not Busy,57.9,53.1,0.84,30.24,9.0,3.5,Clear
800,1.0,2016.0,Other,0.0,Moderately Busy,54.0,39.0,0.57,29.83,10.0,8.1,Clear
800,1.0,2015.0,Fall,0.5,Not Busy,52.0,42.1,0.69,30.27,10.0,5.8,Clear
800,3.0,2016.0,Winter,0.32,Not Busy,32.0,28.0,0.85,29.65,10.0,11.5,Mostly Cloudy
800,0.0,2016.0,Other,0.0,Not Busy,42.1,36.0,0.79,30.03,10.0,10.4,Overcast
800,3.0,2016.0,Spring,0.405405405405,Not Busy,42.1,37.9,0.85,29.88,10.0,12.7,Overcast
800,5.0,2016.0,Spring,0.810810810811,Empty,71.1,64.9,0.81,29.88,10.0,11.5,Overcast
800,1.0,2016.0,Summer,0.148148148148,Not Busy,63.0,55.0,0.75,30.17,10.0,8.1,Mostly Cloudy
800,1.0,2015.0,Summer,0.666666666667,Not Busy,75.9,66.9,0.74,30.01,10.0,0.0,Clear
800,3.0,2016.0,Summer,0.703703703704,Not Busy,75.0,70.0,0.84,29.92,9.0,4.6,Clear
800,4.0,2015.0,Other,0.0,Not Busy,62.1,55.9,0.8,30.15,8.0,0.0,Clear
800,0.0,2015.0,Fall,0.184782608696,Not Busy,66.9,64.0,0.9,30.03,10.0,4.6,Overcast
800,2.0,2016.0,Other,0.0,Moderately Busy,50.0,46.9,0.89,29.86,10.0,6.9,Overcast
800,2.0,2015.0,Fall,0.510869565217,Not Busy,55.0,54.0,0.96,29.42,2.0,10.4,Light Rain
800,0.0,2015.0,Other,0.0,Empty,30.9,27.0,0.85,30.19,4.0,15.0,Light Freezing Rain
800,4.0,2016.0,Winter,0.333333333333,Not Busy,21.0,10.9,0.65,30.01,10.0,3.5,Clear
800,0.0,2016.0,Winter,0.746666666667,Not Busy,34.0,27.0,0.75,29.87,10.0,12.7,Clear
800,1.0,2016.0,Spring,0.0,Not Busy,35.1,34.0,0.96,30.36,3.0,0.0,Clear
800,4.0,2016.0,Spring,0.418918918919,Not Busy,42.1,39.0,0.89,30.11,7.0,6.9,Overcast
800,2.0,2016.0,Summer,0.166666666667,Not Busy,66.0,52.0,0.6,30.15,10.0,6.9,Clear
800,2.0,2015.0,Summer,0.685185185185,Not Busy,77.0,71.1,0.82,29.95,10.0,8.1,Clear
800,4.0,2016.0,Summer,0.722222222222,Moderately Busy,73.0,69.1,0.87,29.94,10.0,0.0,Mostly Cloudy
800,1.0,2015.0,Fall,0.195652173913,Not Busy,60.1,55.9,0.86,30.02,10.0,16.1,Overcast
800,3.0,2016.0,Other,0.0,Moderately Busy,62.1,55.0,0.78,30.17,10.0,13.8,Mostly Cloudy
800,3.0,2015.0,Fall,0.521739130435,Not Busy,37.9,30.9,0.76,29.57,10.0,18.4,Overcast
800,1.0,2015.0,Other,0.0,Not Busy,33.1,32.0,0.96,29.83,4.0,6.9,Overcast
800,5.0,2016.0,Winter,0.346666666667,Empty,36.0,32.0,0.86,29.67,10.0,4.6,Clear
800,2.0,2016.0,Spring,0.0135135135135,Not Busy,46.0,30.9,0.56,29.98,10.0,10.4,Scattered Clouds
800,5.0,2016.0,Spring,0.432432432432,Empty,46.0,41.0,0.83,30.07,7.0,10.4,Partly Cloudy
800,0.0,2016.0,Spring,0.837837837838,Empty,73.0,57.9,0.59,30.02,10.0,0.0,Clear
800,3.0,2016.0,Summer,0.185185185185,Not Busy,69.1,55.0,0.61,30.05,10.0,3.5,Clear
800,3.0,2015.0,Summer,0.703703703704,Not Busy,72.0,57.0,0.59,30.05,10.0,5.8,Clear
800,5.0,2016.0,Summer,0.740740740741,Not Busy,72.0,64.0,0.76,29.99,10.0,8.1,Overcast
800,2.0,2015.0,Fall,0.20652173913,Not Busy,55.9,45.0,0.67,30.22,10.0,8.1,Mostly Cloudy
800,4.0,2016.0,Other,0.0,Not Busy,61.0,59.0,0.93,30.16,10.0,8.1,Overcast
800,4.0,2015.0,Fall,0.532608695652,Not Busy,37.0,35.1,0.93,30.14,10.0,0.0,Clear
800,0.0,2015.0,Fall,0.869565217391,Not Busy,39.0,34.0,0.82,30.22,10.0,9.2,Overcast
800,2.0,2015.0,Other,0.0,Not Busy,27.0,24.1,0.89,30.19,1.2,4.6,Light Snow
800,3.0,2016.0,Spring,0.027027027027,Not Busy,60.1,57.9,0.93,29.36,8.0,10.4,Overcast
800,1.0,2016.0,Spring,0.851351351351,Moderately Busy,70.0,52.0,0.53,30.01,10.0,5.8,Clear
800,4.0,2015.0,Summer,0.722222222222,Not Busy,72.0,59.0,0.64,30.02,10.0,6.9,Overcast
800,6.0,2016.0,Summer,0.759259259259,Not Busy,70.0,64.9,0.84,30.04,10.0,5.8,Clear
800,0.0,2015.0,Other,0.0,Not Busy,64.0,62.1,0.93,30.09,1.2,0.0,Mostly Cloudy
800,5.0,2015.0,Fall,0.54347826087,Empty,45.0,42.1,0.9,29.95,10.0,10.4,Light Rain
830,0.0,2016.0,Winter,0.373333333333,Busy,33.1,28.9,0.85,30.03,9.0,0.0,Clear
830,1.0,2016.0,Winter,0.76,Busy,28.0,24.1,0.85,29.86,10.0,12.7,Overcast
830,4.0,2016.0,Spring,0.0405405405405,Moderately Busy,41.0,34.0,0.76,29.74,10.0,5.8,Overcast
830,2.0,2016.0,Spring,0.864864864865,Moderately Busy,64.0,62.1,0.93,29.97,5.0,5.8,Light Rain
830,2.0,2015.0,Summer,0.166666666667,Moderately Busy,59.0,52.0,0.78,29.98,10.0,0.0,Overcast
830,4.0,2016.0,Summer,0.203703703704,Busy,64.9,55.0,0.7,30.06,10.0,9.2,Overcast
830,5.0,2015.0,Summer,0.740740740741,Empty,75.9,55.0,0.48,29.99,10.0,8.1,Clear
830,1.0,2015.0,Other,0.0,Moderately Busy,77.0,71.1,0.82,30.05,7.0,5.8,Clear
830,3.0,2016.0,Other,0.0,Moderately Busy,66.9,61.0,0.81,30.18,10.0,6.9,Overcast
830,3.0,2015.0,Fall,0.217391304348,Busy,55.9,43.0,0.62,30.32,10.0,17.3,Scattered Clouds
830,1.0,2015.0,Fall,0.880434782609,Busy,39.9,35.1,0.83,29.86,10.0,15.0,Overcast
830,1.0,2016.0,Winter,0.386666666667,Busy,36.0,32.0,0.86,30.01,7.0,10.4,Overcast
830,2.0,2016.0,Winter,0.773333333333,Busy,19.9,3.0,0.48,30.22,10.0,3.5,Clear
830,5.0,2016.0,Spring,0.0540540540541,Empty,32.0,28.0,0.85,29.55,2.5,13.8,Light Snow
830,0.0,2016.0,Spring,0.459459459459,Moderately Busy,50.0,36.0,0.59,30.08,10.0,11.5,Clear
830,3.0,2016.0,Spring,0.878378378378,Moderately Busy,72.0,48.9,0.44,30.04,10.0,12.7,Clear
830,3.0,2015.0,Summer,0.185185185185,Moderately Busy,59.0,53.1,0.81,30.03,10.0,9.2,Overcast
830,5.0,2016.0,Summer,0.222222222222,Moderately Busy,64.9,50.0,0.58,30.21,10.0,3.5,Clear
830,2.0,2015.0,Other,0.0,Moderately Busy,79.0,68.0,0.69,30.06,9.0,5.8,Clear
830,4.0,2016.0,Other,0.0,Moderately Busy,69.1,54.0,0.58,30.3,10.0,9.2,Scattered Clouds
830,4.0,2015.0,Fall,0.228260869565,Busy,53.1,41.0,0.64,30.38,10.0,15.0,Clear
830,0.0,2015.0,Fall,0.565217391304,Busy,60.1,45.0,0.57,29.99,10.0,10.4,Clear
830,2.0,2015.0,Fall,0.891304347826,Busy,30.2,28.4,0.93,29.76,3.0,4.6,Light Snow
830,2.0,2016.0,Winter,0.4,Busy,36.0,32.0,0.86,29.57,10.0,11.5,Overcast
830,3.0,2016.0,Winter,0.786666666667,Busy,30.0,28.0,0.92,30.08,5.0,6.9,Overcast
830,1.0,2016.0,Spring,0.472972972973,Busy,57.0,36.0,0.45,29.98,10.0,9.2,Clear
830,4.0,2016.0,Spring,0.891891891892,Moderately Busy,70.0,54.0,0.57,30.09,10.0,4.6,Clear
830,6.0,2016.0,Summer,0.240740740741,Busy,70.0,53.1,0.55,30.12,10.0,6.9,Clear
830,3.0,2015.0,Other,0.0,Moderately Busy,81.0,68.0,0.65,29.94,10.0,9.2,Clear
830,5.0,2016.0,Other,0.0,Empty,68.0,55.9,0.65,30.26,10.0,0.0,Clear
830,5.0,2015.0,Fall,0.239130434783,Empty,51.1,39.0,0.63,30.25,10.0,19.6,Overcast
830,1.0,2015.0,Fall,0.576086956522,Busy,57.0,51.1,0.81,30.14,10.0,6.9,Clear
830,3.0,2015.0,Fall,0.902173913043,Moderately Busy,35.1,30.9,0.85,30.31,10.0,9.2,Overcast
830,0.0,2016.0,Winter,0.0,Busy,26.1,18.0,0.71,30.47,10.0,8.1,Overcast
830,3.0,2016.0,Winter,0.413333333333,Busy,21.9,12.0,0.66,30.27,10.0,9.2,Clear
830,4.0,2016.0,Winter,0.8,Busy,30.9,17.1,0.57,30.24,10.0,0.0,Clear
830,0.0,2016.0,Spring,0.0810810810811,Busy,34.0,24.1,0.67,30.09,10.0,16.1,Overcast
830,2.0,2016.0,Spring,0.486486486486,Busy,48.0,39.9,0.74,29.73,10.0,17.3,Overcast
830,5.0,2016.0,Spring,0.905405405405,Empty,73.0,57.0,0.57,29.86,10.0,13.8,Partly Cloudy
830,0.0,2016.0,Summer,0.259259259259,Moderately Busy,66.0,61.0,0.84,29.92,9.0,4.6,Overcast
830,1.0,2015.0,Summer,0.796296296296,Moderately Busy,73.0,54.0,0.51,29.97,10.0,5.8,Clear
830,4.0,2015.0,Other,0.0,Moderately Busy,69.1,64.9,0.87,30.03,7.0,5.8,Overcast
830,2.0,2015.0,Fall,0.586956521739,Busy,55.9,55.9,1.0,30.17,2.5,9.2,Overcast
830,4.0,2015.0,Fall,0.913043478261,Moderately Busy,34.0,32.0,0.92,30.56,4.0,8.1,Mostly Cloudy
830,1.0,2016.0,Winter,0.0133333333333,Busy,21.9,17.1,0.82,30.58,10.0,13.8,Clear
830,4.0,2016.0,Winter,0.426666666667,Busy,28.0,23.0,0.81,30.35,8.0,9.2,Overcast
830,5.0,2016.0,Winter,0.813333333333,Empty,35.1,32.0,0.89,30.05,3.0,5.8,Overcast
830,1.0,2016.0,Spring,0.0945945945946,Moderately Busy,33.1,17.1,0.52,30.5,10.0,6.9,Clear
830,3.0,2016.0,Spring,0.5,Moderately Busy,48.9,37.9,0.66,30.01,10.0,10.4,Clear
830,6.0,2016.0,Spring,0.918918918919,Not Busy,64.9,55.9,0.73,29.69,10.0,12.7,Mostly Cloudy
830,1.0,2016.0,Summer,0.277777777778,Busy,75.0,64.9,0.71,29.9,10.0,11.5,Overcast
830,2.0,2015.0,Summer,0.814814814815,Moderately Busy,73.9,55.0,0.52,30.06,10.0,0.0,Clear
830,0.0,2015.0,Fall,0.260869565217,Busy,57.0,55.0,0.93,30.22,6.0,8.1,Overcast
830,3.0,2015.0,Fall,0.597826086957,Busy,63.0,57.0,0.81,30.04,10.0,10.4,Overcast
830,5.0,2015.0,Fall,0.923913043478,Not Busy,30.9,30.0,0.96,30.64,1.8,6.9,Overcast
830,2.0,2016.0,Winter,0.0266666666667,Busy,26.1,19.9,0.78,30.34,10.0,8.1,Clear
830,5.0,2016.0,Winter,0.44,Not Busy,28.9,21.9,0.75,30.3,6.0,8.1,Haze
830,2.0,2016.0,Spring,0.108108108108,Busy,45.0,39.9,0.82,29.62,7.0,11.5,Light Rain
830,4.0,2016.0,Spring,0.513513513514,Moderately Busy,60.1,42.1,0.51,30.01,10.0,0.0,Partly Cloudy
830,0.0,2016.0,Spring,0.932432432432,Moderately Busy,73.0,55.0,0.53,29.67,10.0,9.2,Scattered Clouds
830,0.0,2015.0,Summer,0.259259259259,Moderately Busy,75.9,66.0,0.71,29.97,6.0,11.5,Haze
830,2.0,2016.0,Summer,0.296296296296,Moderately Busy,70.0,66.9,0.9,29.81,10.0,5.8,Overcast
830,3.0,2015.0,Summer,0.833333333333,Moderately Busy,73.0,64.0,0.73,29.98,10.0,10.4,Scattered Clouds
830,1.0,2016.0,Other,0.0,Moderately Busy,81.0,73.0,0.77,30.04,10.0,10.4,Clear
830,1.0,2015.0,Fall,0.271739130435,Busy,57.0,54.0,0.89,30.19,10.0,3.5,Overcast
830,4.0,2015.0,Fall,0.608695652174,Busy,46.9,39.0,0.74,29.96,10.0,18.4,Overcast
830,6.0,2015.0,Fall,0.934782608696,Not Busy,34.0,32.0,0.92,30.35,3.0,4.6,Clear
830,3.0,2016.0,Winter,0.04,Busy,35.1,26.1,0.7,30.15,10.0,6.9,Overcast
830,0.0,2016.0,Winter,0.84,Busy,55.0,41.0,0.59,29.91,10.0,11.5,Clear
830,3.0,2016.0,Spring,0.121621621622,Moderately Busy,37.0,30.9,0.79,29.65,10.0,13.8,Overcast
830,5.0,2016.0,Spring,0.527027027027,Empty,55.0,43.0,0.64,29.8,10.0,17.3,Clear
830,1.0,2016.0,Spring,0.945945945946,Moderately Busy,57.9,48.0,0.7,29.86,10.0,11.5,Mostly Cloudy
830,1.0,2015.0,Summer,0.277777777778,Moderately Busy,59.0,51.1,0.75,30.0,10.0,12.7,Overcast
830,3.0,2016.0,Summer,0.314814814815,Moderately Busy,77.0,68.0,0.74,29.85,10.0,8.1,Clear
830,4.0,2015.0,Summer,0.851851851852,Moderately Busy,73.9,57.0,0.55,29.93,10.0,9.2,Clear
830,2.0,2016.0,Other,0.0,Moderately Busy,81.0,73.0,0.77,30.0,10.0,8.1,Scattered Clouds
830,2.0,2015.0,Fall,0.282608695652,Busy,61.0,55.0,0.81,30.17,10.0,3.5,Scattered Clouds
830,5.0,2015.0,Fall,0.619565217391,Empty,46.0,35.1,0.66,30.31,10.0,11.5,Clear
830,0.0,2015.0,Fall,0.945652173913,Busy,32.0,32.0,1.0,30.27,0.2,3.5,Fog
830,4.0,2016.0,Winter,0.0533333333333,Busy,37.4,37.4,1.0,29.83,1.2,3.5,Overcast
830,0.0,2016.0,Winter,0.466666666667,Busy,28.9,21.9,0.75,29.67,10.0,11.5,Overcast
830,1.0,2016.0,Winter,0.853333333333,Busy,61.0,51.1,0.7,29.9,10.0,17.3,Clear
830,4.0,2016.0,Spring,0.135135135135,Moderately Busy,33.1,32.0,0.96,29.79,0.8,3.5,Light Snow
830,6.0,2016.0,Spring,0.540540540541,Empty,55.9,33.1,0.42,29.96,10.0,5.8,Clear
830,2.0,2016.0,Spring,0.959459459459,Moderately Busy,62.1,44.1,0.52,30.03,10.0,6.9,Clear
830,2.0,2015.0,Summer,0.296296296296,Moderately Busy,60.1,52.0,0.75,30.14,10.0,5.8,Clear
830,4.0,2016.0,Summer,0.333333333333,Busy,80.1,69.1,0.69,29.82,10.0,8.1,Clear
830,5.0,2015.0,Summer,0.87037037037,Empty,75.9,64.9,0.69,29.91,10.0,0.0,Clear
830,1.0,2015.0,Other,0.0,Moderately Busy,75.0,71.1,0.87,29.86,6.0,8.1,Light Rain
830,3.0,2016.0,Other,0.0,Moderately Busy,73.0,69.1,0.87,29.86,10.0,4.6,Mostly Cloudy
830,3.0,2015.0,Fall,0.29347826087,Busy,59.0,53.1,0.81,30.05,10.0,8.1,Overcast
830,1.0,2015.0,Fall,0.95652173913,Busy,41.0,37.0,0.86,29.95,6.0,10.4,Overcast
830,5.0,2016.0,Winter,0.0666666666667,Not Busy,35.1,35.1,1.0,29.85,1.8,4.6,Overcast
830,1.0,2016.0,Winter,0.48,Busy,15.1,9.0,0.77,29.83,2.0,13.8,Light Snow
830,2.0,2016.0,Winter,0.866666666667,Moderately Busy,59.0,55.9,0.9,29.88,8.0,10.4,Overcast
830,5.0,2016.0,Spring,0.148648648649,Empty,27.0,10.0,0.49,30.27,10.0,13.8,Clear
830,0.0,2016.0,Spring,0.554054054054,Moderately Busy,55.9,45.0,0.67,29.99,10.0,6.9,Overcast
830,3.0,2016.0,Spring,0.972972972973,Moderately Busy,64.9,48.0,0.54,30.04,10.0,5.8,Overcast
830,3.0,2015.0,Summer,0.314814814815,Moderately Busy,61.0,55.0,0.81,30.01,10.0,8.1,Overcast
830,5.0,2016.0,Summer,0.351851851852,Moderately Busy,71.1,59.0,0.66,30.0,10.0,11.5,Partly Cloudy
830,2.0,2015.0,Other,0.0,Moderately Busy,66.9,59.0,0.76,30.02,10.0,8.1,Clear
830,4.0,2016.0,Other,0.0,Moderately Busy,71.1,66.0,0.84,29.94,10.0,0.0,Clear
830,4.0,2015.0,Fall,0.304347826087,Busy,55.9,46.9,0.72,30.13,10.0,8.1,Partly Cloudy
830,0.0,2015.0,Fall,0.641304347826,Busy,42.1,33.1,0.7,30.32,8.0,0.0,Clear
830,2.0,2015.0,Fall,0.967391304348,Moderately Busy,43.0,39.9,0.89,29.72,6.0,6.9,Clear
830,2.0,2016.0,Winter,0.493333333333,Busy,12.0,-0.0,0.59,30.08,10.0,16.1,Clear
830,3.0,2016.0,Winter,0.88,Moderately Busy,46.0,39.0,0.76,30.1,10.0,9.2,Partly Cloudy
830,1.0,2016.0,Spring,0.567567567568,Moderately Busy,52.0,51.1,0.97,29.9,1.5,9.2,Light Rain
830,4.0,2016.0,Spring,0.986486486486,Moderately Busy,73.0,66.0,0.79,30.01,10.0,0.0,Partly Cloudy
830,4.0,2015.0,Summer,0.333333333333,Moderately Busy,70.0,59.0,0.68,30.13,10.0,3.5,Clear
830,6.0,2016.0,Summer,0.37037037037,Moderately Busy,73.0,55.9,0.55,30.07,10.0,4.6,Clear
830,0.0,2015.0,Summer,0.907407407407,Moderately Busy,75.9,66.9,0.74,29.88,10.0,6.9,Mostly Cloudy
830,3.0,2015.0,Other,0.0,Moderately Busy,64.0,57.9,0.8,30.01,10.0,10.4,Overcast
830,5.0,2015.0,Fall,0.315217391304,Empty,50.0,46.0,0.86,30.25,10.0,4.6,Clear
830,1.0,2015.0,Fall,0.652173913043,Busy,45.0,35.1,0.68,30.15,9.0,3.5,Clear
830,3.0,2015.0,Fall,0.978260869565,Moderately Busy,50.0,39.0,0.66,29.56,10.0,16.1,Clear
830,0.0,2016.0,Winter,0.0933333333333,Busy,1.0,-7.1,0.69,30.15,10.0,4.6,Clear
830,3.0,2016.0,Winter,0.506666666667,Busy,10.0,-0.9,0.61,30.35,10.0,11.5,Clear
830,4.0,2016.0,Winter,0.893333333333,Moderately Busy,42.1,34.0,0.73,30.4,10.0,8.1,Clear
830,0.0,2016.0,Spring,0.175675675676,Busy,46.0,37.0,0.71,29.88,10.0,10.4,Clear
830,2.0,2016.0,Spring,0.581081081081,Busy,54.0,53.1,0.97,30.06,0.5,4.6,Fog
830,5.0,2015.0,Summer,0.351851851852,Empty,73.0,60.1,0.64,30.16,10.0,4.6,Clear
830,0.0,2016.0,Summer,0.388888888889,Busy,79.0,69.1,0.72,29.96,10.0,9.2,Clear
830,1.0,2015.0,Summer,0.925925925926,Moderately Busy,73.0,64.0,0.73,30.05,10.0,6.9,Clear
830,4.0,2015.0,Fall,0.0,Not Busy,61.0,59.0,0.93,29.99,10.0,4.6,Overcast
830,6.0,2016.0,Other,0.0,Empty,62.1,54.0,0.75,30.22,10.0,0.0,Clear
830,2.0,2015.0,Fall,0.663043478261,Busy,50.0,37.9,0.63,29.9,10.0,10.4,Clear
830,4.0,2015.0,Fall,0.989130434783,Moderately Busy,45.0,33.1,0.63,29.81,10.0,5.8,Clear
830,1.0,2016.0,Winter,0.106666666667,Busy,5.0,-4.0,0.66,29.96,8.0,16.1,Clear
830,4.0,2016.0,Winter,0.52,Moderately Busy,19.0,10.0,0.68,30.19,7.0,15.0,Light Snow
830,5.0,2016.0,Winter,0.906666666667,Not Busy,44.1,41.0,0.89,30.24,4.0,5.8,Clear
830,1.0,2016.0,Spring,0.189189189189,Moderately Busy,37.9,19.9,0.48,30.39,10.0,6.9,Clear
830,3.0,2016.0,Spring,0.594594594595,Moderately Busy,62.1,61.0,0.96,29.92,1.0,0.0,Overcast
830,1.0,2016.0,Summer,0.407407407407,Busy,78.1,71.1,0.79,29.85,10.0,12.7,Partly Cloudy
830,2.0,2015.0,Summer,0.944444444444,Moderately Busy,71.1,60.1,0.68,30.2,9.0,5.8,Mostly Cloudy
830,5.0,2015.0,Fall,0.0108695652174,Empty,57.0,46.9,0.69,30.08,10.0,12.7,Clear
830,0.0,2016.0,Other,0.0,Not Busy,66.0,54.0,0.65,30.14,10.0,8.1,Clear
830,0.0,2015.0,Fall,0.336956521739,Busy,64.0,55.9,0.75,29.52,10.0,12.7,Clear
830,3.0,2015.0,Fall,0.673913043478,Busy,44.1,39.9,0.85,29.41,10.0,21.9,Overcast
830,5.0,2015.0,Fall,1.0,Empty,46.9,46.9,1.0,29.94,0.2,0.0,Fog
830,2.0,2016.0,Winter,0.12,Busy,3.9,-2.0,0.76,30.16,10.0,4.6,Overcast
830,5.0,2016.0,Winter,0.533333333333,Not Busy,5.0,-9.0,0.52,30.64,10.0,11.5,Clear
830,6.0,2016.0,Winter,0.92,Empty,48.0,45.0,0.89,29.89,6.0,10.4,Light Rain
830,2.0,2016.0,Spring,0.202702702703,Moderately Busy,41.0,30.9,0.67,30.36,10.0,0.0,Clear
830,4.0,2016.0,Spring,0.608108108108,Moderately Busy,57.0,44.1,0.62,30.03,10.0,5.8,Clear
830,0.0,2016.0,Other,0.0,Moderately Busy,68.0,50.0,0.52,30.06,10.0,6.9,Clear
830,0.0,2015.0,Summer,0.388888888889,Moderately Busy,68.0,64.9,0.9,29.76,10.0,3.5,Mostly Cloudy
830,2.0,2016.0,Summer,0.425925925926,Not Busy,79.0,71.1,0.77,29.9,10.0,11.5,Mostly Cloudy
830,3.0,2015.0,Summer,0.962962962963,Moderately Busy,75.9,59.0,0.56,30.13,10.0,8.1,Clear
830,1.0,2016.0,Other,0.0,Empty,71.1,57.9,0.63,30.05,10.0,8.1,Clear
830,1.0,2015.0,Fall,0.347826086957,Busy,51.8,41.0,0.67,29.69,10.0,17.3,Mostly Cloudy
830,4.0,2015.0,Fall,0.684782608696,Busy,37.9,28.0,0.68,30.01,10.0,20.7,Scattered Clouds
830,3.0,2016.0,Winter,0.133333333333,Busy,28.0,25.0,0.88,29.72,9.0,4.6,Partly Cloudy
830,0.0,2016.0,Winter,0.933333333333,Moderately Busy,45.0,43.0,0.93,29.72,7.0,0.0,Overcast
830,3.0,2016.0,Spring,0.216216216216,Moderately Busy,46.0,27.0,0.47,30.33,10.0,5.8,Clear
830,5.0,2016.0,Spring,0.621621621622,Empty,44.1,32.0,0.63,29.99,10.0,17.3,Overcast
830,1.0,2016.0,Other,0.0,Moderately Busy,71.1,60.1,0.68,29.91,10.0,6.9,Clear
830,1.0,2015.0,Summer,0.407407407407,Moderately Busy,77.0,64.9,0.66,29.62,10.0,15.0,Partly Cloudy
830,3.0,2016.0,Summer,0.444444444444,Moderately Busy,75.9,66.0,0.71,29.88,10.0,8.1,Clear
830,4.0,2015.0,Summer,0.981481481481,Moderately Busy,73.9,66.0,0.76,30.12,10.0,6.9,Clear
830,0.0,2015.0,Fall,0.0326086956522,Not Busy,63.0,48.9,0.6,30.07,10.0,12.7,Partly Cloudy
830,2.0,2016.0,Other,0.0,Empty,66.9,60.1,0.79,30.24,10.0,3.5,Clear
830,2.0,2015.0,Fall,0.358695652174,Busy,46.9,39.0,0.74,30.01,10.0,8.1,Clear
830,5.0,2015.0,Fall,0.695652173913,Not Busy,37.9,28.0,0.68,30.32,10.0,10.4,Clear
830,0.0,2015.0,Other,0.0,Moderately Busy,53.1,51.1,0.93,29.23,1.2,18.4,Rain
830,4.0,2016.0,Winter,0.146666666667,Moderately Busy,39.9,37.9,0.93,29.4,6.0,5.8,Overcast
830,0.0,2016.0,Winter,0.56,Busy,21.9,19.0,0.89,29.95,5.0,8.1,Overcast
830,1.0,2016.0,Winter,0.946666666667,Moderately Busy,48.9,45.0,0.86,29.78,5.0,8.1,Overcast
830,4.0,2016.0,Spring,0.22972972973,Moderately Busy,50.0,28.9,0.44,30.27,10.0,9.2,Clear
830,2.0,2016.0,Other,0.0,Moderately Busy,77.0,69.1,0.76,29.75,10.0,6.9,Clear
830,2.0,2015.0,Summer,0.425925925926,Moderately Busy,64.0,54.0,0.7,30.03,10.0,8.1,Overcast
830,4.0,2016.0,Summer,0.462962962963,Busy,71.1,57.0,0.61,29.97,10.0,9.2,Partly Cloudy
830,5.0,2015.0,Summer,1.0,Empty,78.1,64.0,0.62,30.13,10.0,4.6,Clear
830,1.0,2015.0,Fall,0.0434782608696,Not Busy,69.1,55.0,0.61,30.22,10.0,6.9,Clear
