Year,Month,Day,Hour,Minute,Number
2015,,,19,0,6
2015,,,,1,4
2015,,,,2,5
2015,,,,3,4
2015,,,,4,8
2015,,,,5,8
2015,,,,6,9
2015,,,,7,6
2015,,,,8,7
2015,,,,9,4
2015,,,,10,4
2015,,,,11,3
2015,,,,12,8
2015,,,,13,3
2015,,,,14,4
2015,,,,15,5
2015,,,,16,3
2015,,,,17,2
2015,,,,18,6
2015,,,,19,6
2015,,,,20,3
2015,,,,21,5
2015,,,,22,1
2015,,,,23,6
2015,,,,24,5
2015,,,,25,7
2015,,,,26,4
2015,,,,27,6
2015,,,,28,5
2015,,,,29,8
2015,,,,30,5
2015,,,,31,1
2015,,,,32,7
2015,,,,33,4
2015,,,,34,7
2015,,,,35,14
2015,,,,36,5
2015,,,,37,5
2015,,,,38,5
2015,,,,39,4
2015,,,,40,6
2015,,,,41,7
2015,,,,42,5
2015,,,,44,3
2015,,,,45,7
2015,,,,46,8
2015,,,,47,2
2015,,,,48,3
2015,,,,49,3
2015,,,,50,10
2015,,,,51,3
2015,,,,52,2
2015,,,,53,7
2015,,,,54,1
2015,,,,55,4
2015,,,,56,2
2015,,,,57,5
2015,,,,58,7
2015,,,,59,2
2015,,,20,0,2
2015,,,,1,6
2015,,,,2,4
2015,,,,3,11
2015,,,,4,7
2015,,,,5,2
2015,,,,6,1
2015,,,,7,4
2015,,,,8,4
2015,,,,9,4
2015,,,,10,6
2015,,,,11,3
2015,,,,12,1
2015,,,,13,1
2015,,,,14,4
2015,,,,15,8
2015,,,,16,4
2015,,,,17,4
2015,,,,18,6
2015,,,,19,2
2015,,,,21,7
2015,,,,22,2
2015,,,,23,3
2015,,,,24,6
2015,,,,25,2
2015,,,,26,3
2015,,,,27,6
2015,,,,28,6
2015,,,,29,4
2015,,,,30,4
2015,,,,32,5
2015,,,,33,4
2015,,,,34,4
2015,,,,35,3
2015,,,,36,3
2015,,,,37,6
2015,,,,38,2
2015,,,,39,1
2015,,,,40,8
2015,,,,41,5
2015,,,,42,3
2015,,,,43,7
2015,,,,44,5
2015,,,,45,2
2015,,,,46,3
2015,,,,47,4
2015,,,,48,1
2015,,,,49,6
2015,,,,50,5
2015,,,,51,3
2015,,,,52,6
2015,,,,53,3
2015,,,,54,5
2015,,,,55,7
2015,,,,56,5
2015,,,,57,6
2015,,,,58,5
2015,,,,59,4
2015,,,21,0,7
2015,,,,1,3
2015,,,,2,2
2015,,,,3,8
2015,,,,4,4
2015,,,,5,8
2015,,,,6,2
2015,,,,7,2
2015,,,,8,3
2015,,,,9,4
2015,,,,10,1
2015,,,,11,3
2015,,,,12,4
2015,,,,13,2
2015,,,,14,3
2015,,,,15,5
2015,,,,16,3
2015,,,,17,7
2015,,,,18,3
2015,,,,19,3
2015,,,,20,6
2015,,,,21,4
2015,,,,22,5
2015,,,,23,2
2015,,,,24,7
2015,,,,25,6
2015,,,,26,1
2015,,,,27,5
2015,,,,28,1
2015,,,,29,2
2015,,,,30,3
2015,,,,31,3
2015,,,,32,2
2015,,,,33,1
2015,,,,34,3
2015,,,,35,1
2015,,,,36,1
2015,,,,37,5
2015,,,,38,4
2015,,,,39,3
2015,,,,40,3
2015,,,,41,2
2015,,,,42,1
2015,,,,43,2
2015,,,,44,1
2015,,,,46,3
2015,,,,47,3
2015,,,,48,1
2015,,,,49,2
2015,,,,50,1
2015,,,,51,2
2015,,,,53,4
2015,,,,54,3
2015,,,,55,3
2015,,,,57,3
2015,,,,58,1
2015,,,,59,1
2015,,,22,0,3
2015,,,,1,1
2015,,,,3,4
2015,,,,4,6
2015,,,,5,1
2015,,,,7,2
2015,,,,8,5
2015,,,,9,2
2015,,,,10,1
2015,,,,11,1
2015,,,,12,1
2015,,,,14,1
2015,,,,16,4
2015,,,,17,1
2015,,,,19,2
2015,,,,20,1
2015,,,,21,1
2015,,,,23,1
2015,,,,26,2
2015,,,,27,2
2015,,,,28,2
2015,,,,30,1
2015,,,,31,1
2015,,,,32,1
2015,,,,33,4
2015,,,,34,1
2015,,,,35,4
2015,,,,36,2
2015,,,,38,1
2015,,,,40,1
2015,,,,41,1
2015,,,,43,3
2015,,,,47,3
2015,,,,48,2
2015,,,,49,1
2015,,,,50,1
2015,,,,53,1
2015,,,,58,2
2015,,,,59,2
2015,,,23,0,1
2015,,,,1,1
2015,,,,4,1
2015,,,,5,2
2015,,,,9,1
2015,,,,10,1
2015,,,,11,4
2015,,,,12,2
2015,,,,13,1
2015,,,,18,2
2015,,,,21,1
2015,,,,23,1
2015,,,,28,1
2015,,,,30,3
2015,,,,32,2
2015,,,,40,1
2015,,,,44,2
2015,,,,45,2
2015,,,,49,4
2015,,,,52,1
2015,,,,53,1
2015,,,,54,3
2015,,,,59,2
2015,10,1,0,3,2
2015,,,,9,1
2015,,,,17,1
2015,,,,19,3
2015,,,,23,1
2015,,,,26,2
2015,,,,30,2
2015,,,,32,1
2015,,,,51,4
2015,,,1,7,1
2015,,,,11,1
2015,,,,25,1
2015,,,,26,1
2015,,,,30,2
2015,,,,42,1
2015,,,,47,1
2015,,,2,6,1
2015,,,,7,1
2015,,,,41,1
2015,,,7,36,1
2015,,,,37,1
2015,,,,38,1
2015,,,,41,1
2015,,,,43,2
2015,,,,45,1
2015,,,,48,1
2015,,,,51,1
2015,,,,54,1
2015,,,8,0,1
2015,,,,2,1
2015,,,,3,2
2015,,,,4,2
2015,,,,6,2
2015,,,,11,2
2015,,,,13,4
2015,,,,14,3
2015,,,,15,1
2015,,,,19,1
2015,,,,20,1
2015,,,,22,1
2015,,,,24,1
2015,,,,25,2
2015,,,,27,1
2015,,,,28,2
2015,,,,29,1
2015,,,,30,10
2015,,,,31,12
2015,,,,32,5
2015,,,,33,6
2015,,,,34,3
2015,,,,35,5
2015,,,,36,3
2015,,,,37,3
2015,,,,38,4
2015,,,,39,2
2015,,,,40,4
2015,,,,42,8
2015,,,,43,3
2015,,,,44,6
2015,,,,45,3
2015,,,,46,6
2015,,,,47,3
2015,,,,48,1
2015,,,,49,5
2015,,,,50,8
2015,,,,51,3
2015,,,,52,13
2015,,,,53,8
2015,,,,54,8
2015,,,,55,8
2015,,,,56,16
2015,,,,57,6
2015,,,,58,7
2015,,,,59,13
2015,,,9,0,7
2015,,,,1,8
2015,,,,2,9
2015,,,,3,9
2015,,,,4,4
2015,,,,5,9
2015,,,,6,1
2015,,,,7,2
2015,,,,8,8
2015,,,,9,5
2015,,,,10,3
2015,,,,11,4
2015,,,,12,2
2015,,,,13,4
2015,,,,14,7
2015,,,,15,4
2015,,,,16,5
2015,,,,17,6
2015,,,,18,3
2015,,,,19,2
2015,,,,20,3
2015,,,,21,1
2015,,,,22,4
2015,,,,23,6
2015,,,,24,8
2015,,,,25,7
2015,,,,26,10
2015,,,,27,7
2015,,,,28,2
2015,,,,29,6
2015,,,,30,9
2015,,,,31,6
2015,,,,32,2
2015,,,,33,1
2015,,,,34,6
2015,,,,35,1
2015,,,,36,5
2015,,,,37,3
2015,,,,38,3
2015,,,,39,3
2015,,,,40,3
2015,,,,41,6
2015,,,,42,5
2015,,,,43,5
2015,,,,44,6
2015,,,,45,4
2015,,,,46,1
2015,,,,47,5
2015,,,,48,2
2015,,,,49,5
2015,,,,50,10
2015,,,,51,2
2015,,,,52,8
2015,,,,53,7
2015,,,,54,13
2015,,,,55,12
2015,,,,56,6
2015,,,,57,11
2015,,,,58,15
2015,,,,59,8
2015,,,10,0,12
2015,,,,1,10
2015,,,,2,5
2015,,,,3,3
2015,,,,4,7
2015,,,,5,10
2015,,,,6,4
2015,,,,7,8
2015,,,,8,8
2015,,,,9,3
2015,,,,10,4
2015,,,,11,5
2015,,,,12,1
2015,,,,13,6
2015,,,,14,5
2015,,,,15,3
2015,,,,16,3
2015,,,,17,3
2015,,,,18,2
2015,,,,19,2
2015,,,,20,5
2015,,,,21,4
2015,,,,22,2
2015,,,,23,8
2015,,,,24,2
2015,,,,25,4
2015,,,,26,2
2015,,,,27,1
2015,,,,28,1
2015,,,,29,1
2015,,,,30,1
2015,,,,31,2
2015,,,,33,9
2015,,,,34,4
2015,,,,35,5
2015,,,,36,2
2015,,,,37,3
2015,,,,38,2
2015,,,,39,4
2015,,,,40,5
2015,,,,41,3
2015,,,,42,3
2015,,,,43,3
2015,,,,44,10
2015,,,,45,5
2015,,,,46,7
2015,,,,47,3
2015,,,,48,4
2015,,,,49,6
2015,,,,50,5
2015,,,,51,5
2015,,,,52,4
2015,,,,53,14
2015,,,,54,9
2015,,,,55,23
2015,,,,56,20
2015,,,,57,10
2015,,,,58,11
2015,,,,59,17
2015,,,11,0,13
2015,,,,1,16
2015,,,,2,17
2015,,,,3,2
2015,,,,4,13
2015,,,,5,3
2015,,,,6,3
2015,,,,7,10
2015,,,,8,6
2015,,,,9,4
2015,,,,10,7
2015,,,,12,1
2015,,,,13,2
2015,,,,15,4
2015,,,,16,3
2015,,,,17,1
2015,,,,18,3
2015,,,,19,4
2015,,,,20,5
2015,,,,21,3
2015,,,,22,3
2015,,,,23,2
2015,,,,24,2
2015,,,,25,3
2015,,,,26,2
2015,,,,27,2
2015,,,,28,4
2015,,,,29,5
2015,,,,30,3
2015,,,,31,4
2015,,,,32,2
2015,,,,33,3
2015,,,,34,8
2015,,,,35,5
2015,,,,36,4
2015,,,,37,1
2015,,,,38,3
2015,,,,39,3
2015,,,,40,1
2015,,,,41,9
2015,,,,42,2
2015,,,,43,2
2015,,,,44,5
2015,,,,45,3
2015,,,,46,2
2015,,,,47,10
2015,,,,48,4
2015,,,,49,9
2015,,,,50,11
2015,,,,51,7
2015,,,,52,13
2015,,,,53,8
2015,,,,54,7
2015,,,,55,5
2015,,,,56,7
2015,,,,57,9
2015,,,,58,10
2015,,,,59,14
2015,,,12,0,3
2015,,,,1,1
2015,,,,2,7
2015,,,,3,5
2015,,,,4,6
2015,,,,5,5
2015,,,,6,7
2015,,,,7,8
2015,,,,8,3
2015,,,,9,7
2015,,,,10,4
2015,,,,11,9
2015,,,,12,7
2015,,,,13,10
2015,,,,14,7
2015,,,,15,6
2015,,,,16,6
2015,,,,17,1
2015,,,,18,7
2015,,,,19,9
2015,,,,20,9
2015,,,,21,8
2015,,,,22,14
2015,,,,23,12
2015,,,,24,17
2015,,,,25,17
2015,,,,26,13
2015,,,,27,9
2015,,,,28,11
2015,,,,29,9
2015,,,,30,17
2015,,,,31,5
2015,,,,32,9
2015,,,,33,4
2015,,,,34,4
2015,,,,35,11
2015,,,,36,20
2015,,,,37,5
2015,,,,38,9
2015,,,,39,4
2015,,,,40,18
2015,,,,41,7
2015,,,,42,4
2015,,,,43,5
2015,,,,44,6
2015,,,,45,5
2015,,,,46,10
2015,,,,47,14
2015,,,,48,12
2015,,,,49,4
2015,,,,50,4
2015,,,,51,11
2015,,,,52,12
2015,,,,53,7
2015,,,,54,8
2015,,,,55,11
2015,,,,56,9
2015,,,,57,15
2015,,,,58,8
2015,,,,59,11
2015,,,13,0,9
2015,,,,1,8
2015,,,,2,6
2015,,,,3,7
2015,,,,4,6
2015,,,,5,10
2015,,,,6,7
2015,,,,7,7
2015,,,,8,6
2015,,,,9,4
2015,,,,10,10
2015,,,,11,11
2015,,,,12,1
2015,,,,13,5
2015,,,,14,6
2015,,,,15,6
2015,,,,16,8
2015,,,,17,19
2015,,,,18,3
2015,,,,19,4
2015,,,,20,4
2015,,,,21,5
2015,,,,22,2
2015,,,,23,8
2015,,,,24,6
2015,,,,25,9
2015,,,,26,7
2015,,,,27,7
2015,,,,28,6
2015,,,,29,3
2015,,,,30,12
2015,,,,31,4
2015,,,,32,14
2015,,,,33,3
2015,,,,34,9
2015,,,,35,6
2015,,,,36,14
2015,,,,37,7
2015,,,,38,2
2015,,,,39,3
2015,,,,40,9
2015,,,,41,1
2015,,,,42,6
2015,,,,43,8
2015,,,,44,10
2015,,,,45,15
2015,,,,46,8
2015,,,,47,5
2015,,,,48,7
2015,,,,49,3
2015,,,,50,7
2015,,,,51,9
2015,,,,52,5
2015,,,,53,12
2015,,,,54,26
2015,,,,55,31
2015,,,,56,25
2015,,,,57,20
2015,,,,58,26
2015,,,,59,17
2015,,,14,0,17
2015,,,,1,15
2015,,,,2,16
2015,,,,3,10
2015,,,,4,12
2015,,,,5,11
2015,,,,6,4
2015,,,,7,7
2015,,,,8,6
2015,,,,9,6
2015,,,,10,9
2015,,,,11,9
2015,,,,12,8
2015,,,,13,5
2015,,,,14,5
2015,,,,15,6
2015,,,,16,8
2015,,,,17,7
2015,,,,18,6
2015,,,,19,2
2015,,,,20,5
2015,,,,21,3
2015,,,,22,4
2015,,,,23,6
2015,,,,24,5
2015,,,,25,7
2015,,,,26,3
2015,,,,27,4
2015,,,,28,3
2015,,,,29,8
2015,,,,30,7
2015,,,,31,4
2015,,,,32,6
2015,,,,33,6
2015,,,,34,7
2015,,,,35,4
2015,,,,36,2
2015,,,,37,6
2015,,,,38,3
2015,,,,39,7
2015,,,,40,4
2015,,,,41,4
2015,,,,42,13
2015,,,,43,7
2015,,,,44,2
2015,,,,45,5
2015,,,,46,7
2015,,,,47,7
2015,,,,48,8
2015,,,,49,5
2015,,,,50,5
2015,,,,51,7
2015,,,,52,13
2015,,,,53,7
2015,,,,54,14
2015,,,,55,9
2015,,,,56,14
2015,,,,57,9
2015,,,,58,14
2015,,,,59,8
2015,,,15,0,9
2015,,,,1,7
2015,,,,2,7
2015,,,,3,7
2015,,,,4,6
2015,,,,5,5
2015,,,,6,6
2015,,,,7,8
2015,,,,8,5
2015,,,,9,4
2015,,,,10,8
2015,,,,11,4
2015,,,,12,6
2015,,,,13,6
2015,,,,14,9
2015,,,,15,6
2015,,,,16,7
2015,,,,17,6
2015,,,,18,4
2015,,,,19,9
2015,,,,20,11
2015,,,,21,15
2015,,,,22,15
2015,,,,23,15
2015,,,,24,22
2015,,,,25,25
2015,,,,26,21
2015,,,,27,9
2015,,,,28,14
2015,,,,29,13
2015,,,,30,8
2015,,,,31,7
2015,,,,32,8
2015,,,,33,5
2015,,,,34,4
2015,,,,35,10
2015,,,,36,9
2015,,,,37,6
2015,,,,38,1
2015,,,,39,5
2015,,,,40,5
2015,,,,41,5
2015,,,,42,9
2015,,,,43,5
2015,,,,44,1
2015,,,,45,5
2015,,,,46,6
2015,,,,47,4
2015,,,,48,2
2015,,,,49,8
2015,,,,50,5
2015,,,,51,1
2015,,,,52,3
2015,,,,53,5
2015,,,,54,8
2015,,,,55,8
2015,,,,56,6
2015,,,,57,10
2015,,,,58,5
2015,,,,59,8
2015,,,16,0,9
2015,,,,1,3
2015,,,,2,7
2015,,,,3,6
2015,,,,4,9
2015,,,,5,3
2015,,,,6,9
2015,,,,7,1
2015,,,,8,2
2015,,,,9,5
2015,,,,10,4
2015,,,,11,6
2015,,,,12,4
2015,,,,13,5
2015,,,,14,3
2015,,,,15,6
2015,,,,16,1
2015,,,,17,3
2015,,,,18,6
2015,,,,19,3
2015,,,,20,3
2015,,,,21,4
2015,,,,23,6
2015,,,,25,5
2015,,,,26,6
2015,,,,27,6
2015,,,,28,2
2015,,,,29,5
2015,,,,30,3
2015,,,,31,1
2015,,,,32,5
2015,,,,33,4
2015,,,,34,4
2015,,,,35,5
2015,,,,36,6
2015,,,,37,2
2015,,,,38,4
2015,,,,39,2
2015,,,,40,2
2015,,,,41,3
2015,,,,42,4
2015,,,,43,3
2015,,,,44,4
2015,,,,45,1
2015,,,,46,4
2015,,,,47,2
2015,,,,48,3
2015,,,,49,3
2015,,,,50,4
2015,,,,51,2
2015,,,,52,5
2015,,,,53,1
2015,,,,54,9
2015,,,,55,11
2015,,,,56,8
2015,,,,57,7
2015,,,,58,7
2015,,,,59,6
2015,,,17,0,5
2015,,,,1,11
2015,,,,2,6
2015,,,,3,9
2015,,,,4,5
2015,,,,5,2
2015,,,,6,12
2015,,,,8,3
2015,,,,9,2
2015,,,,10,4
2015,,,,11,5
2015,,,,12,2
2015,,,,13,6
2015,,,,14,2
2015,,,,15,3
2015,,,,16,1
2015,,,,17,5
2015,,,,18,2
2015,,,,19,6
2015,,,,20,3
2015,,,,21,4
2015,,,,22,5
2015,,,,23,3
2015,,,,24,3
2015,,,,25,5
2015,,,,26,5
2015,,,,27,6
2015,,,,28,3
2015,,,,29,5
2015,,,,30,3
2015,,,,31,2
2015,,,,32,1
2015,,,,33,1
2015,,,,34,3
2015,,,,35,2
2015,,,,36,9
2015,,,,37,6
2015,,,,38,4
2015,,,,39,4
2015,,,,40,1
2015,,,,41,5
2015,,,,42,2
2015,,,,43,1
2015,,,,44,5
2015,,,,45,5
2015,,,,46,5
2015,,,,47,4
2015,,,,48,4
2015,,,,49,2
2015,,,,50,3
2015,,,,51,4
2015,,,,52,9
2015,,,,53,1
2015,,,,55,2
2015,,,,56,8
2015,,,,57,2
2015,,,,58,10
2015,,,,59,9
2015,,,18,0,5
2015,,,,1,10
2015,,,,3,6
2015,,,,4,4
2015,,,,5,5
2015,,,,6,4
2015,,,,7,6
2015,,,,8,2
2015,,,,9,2
2015,,,,10,2
2015,,,,11,7
2015,,,,12,2
2015,,,,13,2
2015,,,,14,6
2015,,,,15,1
2015,,,,16,1
2015,,,,17,3
2015,,,,18,2
2015,,,,19,1
2015,,,,20,4
2015,,,,21,2
2015,,,,22,1
2015,,,,23,7
2015,,,,24,1
2015,,,,25,6
2015,,,,26,1
2015,,,,27,2
2015,,,,28,5
2015,,,,29,3
2015,,,,30,2
2015,,,,31,4
2015,,,,32,6
2015,,,,33,1
2015,,,,34,2
2015,,,,35,4
2015,,,,36,2
2015,,,,37,5
2015,,,,38,5
2015,,,,39,4
2015,,,,40,1
2015,,,,41,1
2015,,,,42,2
2015,,,,43,3
2015,,,,44,2
2015,,,,45,4
2015,,,,46,4
2015,,,,47,1
2015,,,,49,8
2015,,,,50,4
2015,,,,51,7
2015,,,,52,4
2015,,,,53,4
2015,,,,54,6
2015,,,,55,5
2015,,,,56,9
2015,,,,57,4
2015,,,,58,8
2015,,,,59,7
2015,,,19,0,5
2015,,,,1,10
2015,,,,2,2
2015,,,,3,6
2015,,,,4,5
2015,,,,5,3
2015,,,,7,3
2015,,,,8,3
2015,,,,9,1
2015,,,,10,5
2015,,,,11,2
2015,,,,12,4
2015,,,,13,7
2015,,,,14,3
2015,,,,15,3
2015,,,,16,1
2015,,,,17,5
2015,,,,18,5
2015,,,,19,7
2015,,,,20,9
2015,,,,21,5
2015,,,,22,2
2015,,,,24,3
2015,,,,25,1
2015,,,,26,5
2015,,,,28,4
2015,,,,29,3
2015,,,,30,3
2015,,,,31,4
2015,,,,32,4
2015,,,,33,4
2015,,,,34,3
2015,,,,35,5
2015,,,,36,3
2015,,,,37,6
2015,,,,38,3
2015,,,,39,1
2015,,,,40,3
2015,,,,41,1
2015,,,,42,4
2015,,,,43,4
2015,,,,44,2
2015,,,,45,5
2015,,,,47,4
2015,,,,48,3
2015,,,,49,3
2015,,,,50,1
2015,,,,51,2
2015,,,,52,4
2015,,,,53,1
2015,,,,54,2
2015,,,,55,3
2015,,,,56,4
2015,,,,57,1
2015,,,,58,7
2015,,,,59,3
2015,,,20,0,11
2015,,,,1,6
2015,,,,2,2
2015,,,,3,3
2015,,,,4,5
2015,,,,5,1
2015,,,,6,6
2015,,,,7,8
2015,,,,8,5
2015,,,,9,3
2015,,,,10,3
2015,,,,11,9
2015,,,,12,4
2015,,,,13,3
2015,,,,14,3
2015,,,,15,4
2015,,,,16,13
2015,,,,17,9
2015,,,,18,2
2015,,,,19,3
2015,,,,20,2
2015,,,,21,2
2015,,,,22,4
2015,,,,23,2
2015,,,,24,4
2015,,,,25,2
2015,,,,26,6
2015,,,,27,3
2015,,,,28,3
2015,,,,29,6
2015,,,,30,4
2015,,,,31,3
2015,,,,32,2
2015,,,,33,2
2015,,,,36,2
2015,,,,37,3
2015,,,,38,7
2015,,,,39,2
2015,,,,40,1
2015,,,,41,2
2015,,,,42,7
2015,,,,43,4
2015,,,,44,1
2015,,,,45,2
2015,,,,46,2
2015,,,,47,6
2015,,,,48,3
2015,,,,49,5
2015,,,,50,3
2015,,,,51,4
2015,,,,52,3
2015,,,,53,1
2015,,,,54,4
2015,,,,55,2
2015,,,,56,2
2015,,,,57,4
2015,,,,58,3
2015,,,,59,4
2015,,,21,0,2
2015,,,,1,3
2015,,,,2,3
2015,,,,3,10
2015,,,,4,1
2015,,,,5,8
2015,,,,6,1
2015,,,,7,2
2015,,,,8,1
2015,,,,9,4
2015,,,,10,2
2015,,,,12,2
2015,,,,13,3
2015,,,,14,8
2015,,,,17,1
2015,,,,18,1
2015,,,,19,2
2015,,,,21,1
2015,,,,22,4
2015,,,,23,6
2015,,,,24,1
2015,,,,25,2
2015,,,,26,3
2015,,,,29,7
2015,,,,30,3
2015,,,,31,2
2015,,,,32,2
2015,,,,33,6
2015,,,,34,1
2015,,,,37,3
2015,,,,38,2
2015,,,,39,2
2015,,,,41,1
2015,,,,43,5
2015,,,,44,1
2015,,,,46,5
2015,,,,47,1
2015,,,,48,4
2015,,,,49,1
2015,,,,50,1
2015,,,,51,5
2015,,,,52,1
2015,,,,54,1
2015,,,,56,2
2015,,,,57,2
2015,,,,58,2
2015,,,22,0,2
2015,,,,1,1
2015,,,,2,1
2015,,,,3,4
2015,,,,4,5
2015,,,,9,3
2015,,,,10,1
2015,,,,13,4
2015,,,,14,2
2015,,,,17,7
2015,,,,18,1
2015,,,,20,1
2015,,,,23,3
2015,,,,24,1
2015,,,,25,1
2015,,,,26,1
2015,,,,28,3
2015,,,,29,2
2015,,,,30,1
2015,,,,31,1
2015,,,,34,1
2015,,,,35,3
2015,,,,36,1
2015,,,,37,1
2015,,,,40,1
2015,,,,43,2
2015,,,,44,1
2015,,,,45,3
2015,,,,46,2
2015,,,,47,2
2015,,,,48,1
2015,,,,49,3
2015,,,,51,2
2015,,,,53,3
2015,,,,54,1
2015,,,,55,1
2015,,,,59,1
2015,,,23,2,1
2015,,,,3,2
2015,,,,4,2
2015,,,,6,1
2015,,,,7,1
2015,,,,8,1
2015,,,,9,1
2015,,,,12,1
2015,,,,13,1
2015,,,,19,1
2015,,,,24,1
2015,,,,26,1
2015,,,,28,1
2015,,,,29,1
2015,,,,30,2
2015,,,,31,1
2015,,,,32,1
2015,,,,33,3
2015,,,,35,1
2015,,,,36,1
2015,,,,37,2
2015,,,,39,2
2015,,,,40,2
2015,,,,42,1
2015,,,,46,1
2015,,,,47,1
2015,,,,51,1
2015,,,,56,1
2015,,,,58,2
2015,,,,59,1
2015,,2,0,2,5
2015,,,,7,1
2015,,,,9,1
2015,,,,10,2
2015,,,,42,1
2015,,,,47,1
2015,,,1,0,1
2015,,,,21,1
2015,,,,37,1
2015,,,,38,1
2015,,,,45,2
2015,,,2,37,1
2015,,,,48,1
2015,,,,50,1
2015,,,7,12,1
2015,,,,25,1
2015,,,,35,2
2015,,,,36,1
2015,,,,48,1
2015,,,,51,1
2015,,,,57,1
2015,,,,58,1
2015,,,8,1,2
2015,,,,3,2
2015,,,,6,1
2015,,,,8,1
2015,,,,9,3
2015,,,,11,2
2015,,,,13,1
2015,,,,14,2
2015,,,,15,2
2015,,,,16,2
2015,,,,18,1
2015,,,,19,1
2015,,,,21,2
2015,,,,22,1
2015,,,,23,2
2015,,,,25,2
2015,,,,26,2
2015,,,,28,3
2015,,,,29,1
2015,,,,30,13
2015,,,,31,5
2015,,,,32,5
2015,,,,33,12
2015,,,,35,4
2015,,,,36,2
2015,,,,37,5
2015,,,,38,4
2015,,,,39,3
2015,,,,40,5
2015,,,,41,4
2015,,,,42,1
2015,,,,43,6
2015,,,,44,3
2015,,,,45,6
2015,,,,46,7
2015,,,,47,1
2015,,,,48,10
2015,,,,49,10
2015,,,,50,5
2015,,,,51,7
2015,,,,52,12
2015,,,,53,10
2015,,,,54,11
2015,,,,55,18
2015,,,,56,11
2015,,,,57,12
2015,,,,58,11
2015,,,,59,13
2015,,,9,0,2
2015,,,,1,3
2015,,,,2,4
2015,,,,3,7
2015,,,,4,7
2015,,,,5,4
2015,,,,6,2
2015,,,,7,2
2015,,,,8,2
2015,,,,9,3
2015,,,,10,4
2015,,,,11,2
2015,,,,12,2
2015,,,,13,6
2015,,,,14,4
2015,,,,15,4
2015,,,,16,6
2015,,,,17,3
2015,,,,18,4
2015,,,,19,1
2015,,,,20,4
2015,,,,21,4
2015,,,,22,5
2015,,,,23,3
2015,,,,24,6
2015,,,,25,4
2015,,,,26,4
2015,,,,27,2
2015,,,,28,2
2015,,,,29,2
2015,,,,30,3
2015,,,,31,5
2015,,,,32,2
2015,,,,33,1
2015,,,,34,3
2015,,,,35,2
2015,,,,36,2
2015,,,,37,2
2015,,,,38,6
2015,,,,39,2
2015,,,,40,4
2015,,,,41,6
2015,,,,42,3
2015,,,,43,2
2015,,,,44,4
2015,,,,45,6
2015,,,,46,6
2015,,,,47,11
2015,,,,48,5
2015,,,,49,3
2015,,,,50,6
2015,,,,51,15
2015,,,,52,14
2015,,,,53,22
2015,,,,54,25
2015,,,,55,32
2015,,,,56,33
2015,,,,57,27
2015,,,,58,18
2015,,,,59,25
2015,,,10,0,14
2015,,,,1,13
2015,,,,2,10
2015,,,,3,15
2015,,,,4,5
2015,,,,5,7
2015,,,,6,3
2015,,,,7,2
2015,,,,8,7
2015,,,,9,1
2015,,,,10,6
2015,,,,11,3
2015,,,,12,3
2015,,,,13,6
2015,,,,14,7
2015,,,,15,6
2015,,,,16,2
2015,,,,17,1
2015,,,,18,3
2015,,,,19,7
2015,,,,20,2
2015,,,,21,2
2015,,,,22,7
2015,,,,23,4
2015,,,,24,5
2015,,,,25,2
2015,,,,26,5
2015,,,,27,7
2015,,,,28,4
2015,,,,29,8
2015,,,,30,2
2015,,,,31,7
2015,,,,32,3
2015,,,,33,3
2015,,,,34,4
2015,,,,36,4
2015,,,,37,4
2015,,,,38,6
2015,,,,39,1
2015,,,,40,7
2015,,,,41,3
2015,,,,42,6
2015,,,,43,3
2015,,,,44,7
2015,,,,45,4
2015,,,,46,6
2015,,,,47,4
2015,,,,48,12
2015,,,,49,7
2015,,,,50,10
2015,,,,51,13
2015,,,,52,8
2015,,,,53,27
2015,,,,54,21
2015,,,,55,17
2015,,,,56,29
2015,,,,57,21
2015,,,,58,12
2015,,,,59,11
2015,,,11,0,13
2015,,,,1,12
2015,,,,2,13
2015,,,,3,6
2015,,,,4,6
2015,,,,5,8
2015,,,,6,5
2015,,,,7,6
2015,,,,8,8
2015,,,,9,3
2015,,,,10,7
2015,,,,11,4
2015,,,,12,7
2015,,,,13,6
2015,,,,14,5
2015,,,,15,4
2015,,,,16,6
2015,,,,17,6
2015,,,,18,6
2015,,,,19,3
2015,,,,20,4
2015,,,,21,4
2015,,,,22,3
2015,,,,23,6
2015,,,,24,2
2015,,,,25,2
2015,,,,26,3
2015,,,,27,3
2015,,,,28,3
2015,,,,29,2
2015,,,,30,9
2015,,,,31,1
2015,,,,32,5
2015,,,,33,4
2015,,,,34,8
2015,,,,35,5
2015,,,,36,2
2015,,,,37,3
2015,,,,38,1
2015,,,,39,8
2015,,,,40,2
2015,,,,41,1
2015,,,,42,4
2015,,,,43,12
2015,,,,44,5
2015,,,,45,8
2015,,,,46,3
2015,,,,47,14
2015,,,,48,10
2015,,,,49,11
2015,,,,50,9
2015,,,,51,11
2015,,,,52,20
2015,,,,53,23
2015,,,,54,15
2015,,,,55,16
2015,,,,56,16
2015,,,,57,24
2015,,,,58,18
2015,,,,59,8
2015,,,12,0,19
2015,,,,1,5
2015,,,,2,7
2015,,,,3,3
2015,,,,4,7
2015,,,,5,6
2015,,,,6,3
2015,,,,7,3
2015,,,,8,3
2015,,,,9,8
2015,,,,10,3
2015,,,,11,7
2015,,,,12,6
2015,,,,13,8
2015,,,,14,7
2015,,,,15,6
2015,,,,16,4
